invoice_id,customer_id,plan,amount,currency,payment_status,payment_method,due_date,paid_date,refund_status
INV-003986,CUST-00785,Starter,7291.63,EUR,Paid,Credit Card,2026-01-19,2026-01-25,Not Requested
INV-003987,CUST-00786,Enterprise,869023.39,USD,Paid,ACH Bank Transfer,2025-08-28,2025-08-31,Not Requested
INV-003988,CUST-00788,Professional,4972.15,EUR,Paid,Credit Card,2025-08-28,2025-08-31,Not Requested
INV-003989,CUST-00788,Professional,4972.15,EUR,Paid,ACH Bank Transfer,2025-09-27,2025-09-30,Not Requested
INV-003990,CUST-00788,Professional,4972.15,EUR,Paid,Credit Card,2025-10-27,2025-11-06,Not Requested
INV-003991,CUST-00788,Professional,4972.15,EUR,Paid,Credit Card,2025-11-26,2025-11-26,Not Requested
INV-003992,CUST-00788,Professional,4972.15,EUR,Paid,Credit Card,2025-12-26,2025-12-29,Not Requested
INV-003993,CUST-00788,Professional,4972.15,EUR,Paid,Credit Card,2026-01-25,2026-01-25,Not Requested
INV-003994,CUST-00788,Professional,4972.15,EUR,Paid,ACH Bank Transfer,2026-02-24,2026-02-27,Not Requested
INV-003995,CUST-00788,Professional,4972.15,EUR,Paid,Credit Card,2026-03-26,2026-03-31,Not Requested
INV-003996,CUST-00788,Professional,4972.15,EUR,Paid,Credit Card,2026-04-25,2026-04-25,Not Requested
INV-003997,CUST-00788,Professional,4972.15,EUR,Paid,Credit Card,2026-05-25,2026-05-26,Not Requested
INV-003998,CUST-00788,Professional,4972.15,EUR,Paid,Credit Card,2026-06-24,2026-06-26,Not Requested
INV-003999,CUST-00788,Professional,4972.15,EUR,Paid,Credit Card,2026-07-24,2026-07-29,Not Requested
INV-004000,CUST-00789,Professional,3444.65,EUR,Paid,Credit Card,2025-08-28,2025-08-31,Not Requested
INV-004001,CUST-00789,Professional,3444.65,EUR,Paid,Credit Card,2025-09-27,2025-09-28,Not Requested
INV-004002,CUST-00789,Professional,3444.65,EUR,Paid,Credit Card,2025-10-27,2025-11-06,Not Requested
INV-004003,CUST-00789,Professional,3444.65,EUR,Paid,Credit Card,2025-11-26,2025-11-27,Not Requested
INV-004004,CUST-00789,Professional,3444.65,EUR,Pending,ACH Bank Transfer,2025-12-26,,Not Requested
INV-004005,CUST-00789,Professional,3444.65,EUR,Paid,Credit Card,2026-01-25,2026-01-25,Not Requested
INV-004006,CUST-00789,Professional,3444.65,EUR,Paid,ACH Bank Transfer,2026-02-24,2026-02-26,Not Requested
INV-004007,CUST-00789,Professional,3444.65,EUR,Paid,ACH Bank Transfer,2026-03-26,2026-04-01,Not Requested
INV-004008,CUST-00789,Professional,3444.65,EUR,Paid,Credit Card,2026-04-25,2026-04-25,Not Requested
INV-004009,CUST-00789,Professional,3444.65,EUR,Paid,Credit Card,2026-05-25,2026-05-25,Not Requested
INV-004010,CUST-00789,Professional,3444.65,EUR,Paid,PayPal,2026-06-24,2026-06-24,Not Requested
INV-004011,CUST-00789,Professional,3444.65,EUR,Paid,Credit Card,2026-07-24,2026-07-24,Not Requested
INV-004012,CUST-00790,Professional,2856.89,USD,Paid,Credit Card,2025-08-28,2025-08-30,Not Requested
INV-004013,CUST-00790,Professional,2856.89,USD,Paid,Credit Card,2025-09-27,2025-10-01,Not Requested
INV-004014,CUST-00790,Professional,2856.89,USD,Paid,Credit Card,2025-10-27,2025-10-28,Not Requested
INV-004015,CUST-00790,Professional,2856.89,USD,Pending,Credit Card,2025-11-26,,Not Requested
INV-004016,CUST-00790,Professional,2856.89,USD,Paid,Credit Card,2025-12-26,2026-01-01,Not Requested
INV-004017,CUST-00790,Professional,2856.89,USD,Paid,Credit Card,2026-01-25,2026-01-27,Not Requested
INV-004018,CUST-00790,Professional,2856.89,USD,Paid,Credit Card,2026-02-24,2026-02-24,Not Requested
INV-004019,CUST-00790,Professional,2856.89,USD,Paid,Credit Card,2026-03-26,2026-03-31,Not Requested
INV-004020,CUST-00790,Professional,2856.89,USD,Refunded,Credit Card,2026-04-25,2026-04-25,Approved - Refunded
INV-004021,CUST-00790,Professional,2856.89,USD,Paid,ACH Bank Transfer,2026-05-25,2026-05-28,Not Requested
INV-004022,CUST-00790,Professional,2856.89,USD,Paid,ACH Bank Transfer,2026-06-24,2026-06-25,Not Requested
INV-004023,CUST-00790,Professional,2856.89,USD,Pending,Credit Card,2026-07-24,,Not Requested
INV-004024,CUST-00791,Professional,5746.28,USD,Paid,ACH Bank Transfer,2025-08-28,2025-08-30,Not Requested
INV-004025,CUST-00791,Professional,5746.28,USD,Paid,Credit Card,2025-09-27,2025-10-01,Not Requested
INV-004026,CUST-00791,Professional,5746.28,USD,Paid,Credit Card,2025-10-27,2025-10-30,Not Requested
INV-004027,CUST-00791,Professional,5746.28,USD,Paid,Credit Card,2025-11-26,2025-11-28,Not Requested
INV-004028,CUST-00791,Professional,5746.28,USD,Paid,Credit Card,2025-12-26,2025-12-26,Not Requested
INV-004029,CUST-00791,Professional,5746.28,USD,Paid,ACH Bank Transfer,2026-01-25,2026-01-25,Not Requested
INV-004030,CUST-00791,Professional,5746.28,USD,Paid,ACH Bank Transfer,2026-02-24,2026-02-27,Not Requested
INV-004031,CUST-00791,Professional,5746.28,USD,Paid,Credit Card,2026-03-26,2026-04-04,Not Requested
INV-004032,CUST-00791,Professional,5746.28,USD,Paid,ACH Bank Transfer,2026-04-25,2026-04-28,Not Requested
INV-004033,CUST-00791,Professional,5746.28,USD,Failed,ACH Bank Transfer,2026-05-25,,Not Requested
INV-004034,CUST-00791,Professional,5746.28,USD,Paid,ACH Bank Transfer,2026-06-24,2026-06-26,Not Requested
INV-004035,CUST-00791,Professional,5746.28,USD,Paid,ACH Bank Transfer,2026-07-24,2026-07-27,Not Requested
INV-004036,CUST-00792,Enterprise,359574.62,EUR,Paid,ACH Bank Transfer,2025-08-28,2025-09-01,Not Requested
INV-004037,CUST-00793,Starter,6129.58,USD,Paid,Credit Card,2025-08-28,2025-08-30,Not Requested
INV-004038,CUST-00794,Starter,6205.48,USD,Paid,Credit Card,2025-08-28,2025-09-02,Not Requested
INV-004039,CUST-00796,Enterprise,346078.87,USD,Paid,Wire Transfer,2025-08-28,2025-08-28,Not Requested
INV-004040,CUST-00797,Professional,9926.67,USD,Pending,Credit Card,2025-08-28,,Not Requested
INV-004041,CUST-00797,Professional,9926.67,USD,Paid,Credit Card,2025-09-27,2025-09-30,Not Requested
INV-004042,CUST-00797,Professional,9926.67,USD,Paid,Credit Card,2025-10-27,2025-10-30,Not Requested
INV-004043,CUST-00797,Professional,9926.67,USD,Paid,Credit Card,2025-11-26,2025-11-27,Not Requested
INV-004044,CUST-00797,Professional,9926.67,USD,Paid,Credit Card,2025-12-26,2025-12-29,Not Requested
INV-004045,CUST-00797,Professional,9926.67,USD,Paid,PayPal,2026-01-25,2026-01-27,Not Requested
INV-004046,CUST-00797,Professional,9926.67,USD,Paid,Credit Card,2026-02-24,2026-02-25,Not Requested
INV-004047,CUST-00797,Professional,9926.67,USD,Paid,Credit Card,2026-03-26,2026-03-31,Not Requested
INV-004048,CUST-00797,Professional,9926.67,USD,Paid,Credit Card,2026-04-25,2026-05-01,Not Requested
INV-004049,CUST-00797,Professional,9926.67,USD,Paid,Credit Card,2026-05-25,2026-05-30,Not Requested
INV-004050,CUST-00797,Professional,9926.67,USD,Paid,Credit Card,2026-06-24,2026-06-24,Not Requested
INV-004051,CUST-00797,Professional,9926.67,USD,Paid,Credit Card,2026-07-24,2026-07-24,Not Requested
INV-004052,CUST-00798,Professional,2761.63,EUR,Failed,Credit Card,2025-08-28,,Not Requested
INV-004053,CUST-00798,Professional,2761.63,EUR,Paid,PayPal,2025-09-27,2025-09-28,Not Requested
INV-004054,CUST-00798,Professional,2761.63,EUR,Paid,ACH Bank Transfer,2025-10-27,2025-10-31,Not Requested
INV-004055,CUST-00798,Professional,2761.63,EUR,Paid,Credit Card,2025-11-26,2025-11-29,Not Requested
INV-004056,CUST-00798,Professional,2761.63,EUR,Paid,Credit Card,2025-12-26,2025-12-26,Not Requested
INV-004057,CUST-00798,Professional,2761.63,EUR,Paid,Credit Card,2026-01-25,2026-01-29,Not Requested
INV-004058,CUST-00798,Professional,2761.63,EUR,Paid,Credit Card,2026-02-24,2026-02-24,Not Requested
INV-004059,CUST-00798,Professional,2761.63,EUR,Paid,Credit Card,2026-03-26,2026-03-27,Not Requested
INV-004060,CUST-00798,Professional,2761.63,EUR,Paid,Credit Card,2026-04-25,2026-04-26,Not Requested
INV-004061,CUST-00798,Professional,2761.63,EUR,Paid,Credit Card,2026-05-25,2026-05-28,Not Requested
INV-004062,CUST-00798,Professional,2761.63,EUR,Paid,Credit Card,2026-06-24,2026-06-28,Not Requested
INV-004063,CUST-00798,Professional,2761.63,EUR,Failed,Credit Card,2026-07-24,,Not Requested
INV-004064,CUST-00799,Enterprise,913314.06,USD,Paid,Wire Transfer,2025-08-28,2025-08-29,Not Requested
INV-004065,CUST-00800,Professional,1807.69,USD,Paid,Credit Card,2026-05-15,2026-05-18,Not Requested
INV-004066,CUST-00800,Professional,1807.69,USD,Failed,Credit Card,2026-06-14,,Not Requested
INV-004067,CUST-00800,Professional,1807.69,USD,Failed,Credit Card,2026-07-14,,Not Requested
INV-004068,CUST-00801,Starter,244.64,USD,Paid,Credit Card,2025-08-28,2025-08-31,Not Requested
INV-004069,CUST-00801,Starter,244.64,USD,Paid,Credit Card,2025-09-27,2025-09-30,Not Requested
INV-004070,CUST-00801,Starter,244.64,USD,Paid,Credit Card,2025-10-27,2025-10-28,Not Requested
INV-004071,CUST-00801,Starter,244.64,USD,Pending,Credit Card,2025-11-26,,Not Requested
INV-004072,CUST-00801,Starter,244.64,USD,Paid,Credit Card,2025-12-26,2025-12-26,Not Requested
INV-004073,CUST-00801,Starter,244.64,USD,Paid,Credit Card,2026-01-25,2026-01-26,Not Requested
INV-004074,CUST-00801,Starter,244.64,USD,Paid,Credit Card,2026-02-24,2026-02-24,Not Requested
INV-004075,CUST-00801,Starter,244.64,USD,Paid,Credit Card,2026-03-26,2026-03-30,Not Requested
INV-004076,CUST-00801,Starter,244.64,USD,Paid,Credit Card,2026-04-25,2026-04-25,Not Requested
INV-004077,CUST-00801,Starter,244.64,USD,Paid,PayPal,2026-05-25,2026-05-25,Not Requested
INV-004078,CUST-00801,Starter,244.64,USD,Paid,Credit Card,2026-06-24,2026-06-28,Not Requested
INV-004079,CUST-00801,Starter,244.64,USD,Paid,Credit Card,2026-07-24,2026-07-24,Not Requested
INV-004080,CUST-00802,Professional,78421.28,USD,Paid,Credit Card,2025-08-28,2025-08-31,Not Requested
INV-004081,CUST-00803,Starter,6752.98,USD,Paid,PayPal,2025-08-28,2025-08-30,Not Requested
INV-004082,CUST-00804,Starter,660.92,USD,Paid,Credit Card,2026-03-03,2026-03-06,Not Requested
INV-004083,CUST-00804,Starter,660.92,USD,Paid,Credit Card,2026-04-02,2026-04-02,Not Requested
INV-004084,CUST-00804,Starter,660.92,USD,Paid,Credit Card,2026-05-02,2026-05-07,Not Requested
INV-004085,CUST-00804,Starter,660.92,USD,Paid,Credit Card,2026-06-01,2026-06-01,Not Requested
INV-004086,CUST-00804,Starter,660.92,USD,Paid,Credit Card,2026-07-01,2026-07-05,Not Requested
INV-004087,CUST-00804,Starter,660.92,USD,Paid,Credit Card,2026-07-31,2026-08-04,Not Requested
INV-004088,CUST-00805,Starter,601.03,USD,Paid,Credit Card,2025-08-28,2025-08-28,Not Requested
INV-004089,CUST-00805,Starter,601.03,USD,Failed,Credit Card,2025-09-27,,Not Requested
INV-004090,CUST-00805,Starter,601.03,USD,Paid,Credit Card,2025-10-27,2025-10-28,Not Requested
INV-004091,CUST-00805,Starter,601.03,USD,Paid,Credit Card,2025-11-26,2025-11-30,Not Requested
INV-004092,CUST-00805,Starter,601.03,USD,Paid,Credit Card,2025-12-26,2025-12-30,Not Requested
INV-004093,CUST-00805,Starter,601.03,USD,Paid,ACH Bank Transfer,2026-01-25,2026-01-26,Not Requested
INV-004094,CUST-00805,Starter,601.03,USD,Paid,PayPal,2026-02-24,2026-02-26,Not Requested
INV-004095,CUST-00805,Starter,601.03,USD,Paid,Credit Card,2026-03-26,2026-03-26,Not Requested
INV-004096,CUST-00805,Starter,601.03,USD,Paid,Credit Card,2026-04-25,2026-04-28,Not Requested
INV-004097,CUST-00805,Starter,601.03,USD,Paid,PayPal,2026-05-25,2026-05-25,Not Requested
INV-004098,CUST-00805,Starter,601.03,USD,Paid,Credit Card,2026-06-24,2026-06-26,Not Requested
INV-004099,CUST-00805,Starter,601.03,USD,Paid,Credit Card,2026-07-24,2026-07-24,Not Requested
INV-004100,CUST-00806,Starter,99.76,USD,Paid,Credit Card,2025-08-28,2025-08-29,Not Requested
INV-004101,CUST-00806,Starter,99.76,USD,Paid,Credit Card,2025-09-27,2025-10-03,Not Requested
INV-004102,CUST-00806,Starter,99.76,USD,Paid,Credit Card,2025-10-27,2025-10-29,Not Requested
INV-004103,CUST-00806,Starter,99.76,USD,Paid,Credit Card,2025-11-26,2025-11-27,Not Requested
INV-004104,CUST-00806,Starter,99.76,USD,Paid,Credit Card,2025-12-26,2025-12-30,Not Requested
INV-004105,CUST-00806,Starter,99.76,USD,Paid,Credit Card,2026-01-25,2026-01-26,Not Requested
INV-004106,CUST-00806,Starter,99.76,USD,Paid,ACH Bank Transfer,2026-02-24,2026-02-24,Not Requested
INV-004107,CUST-00806,Starter,99.76,USD,Paid,Credit Card,2026-03-26,2026-03-27,Not Requested
INV-004108,CUST-00806,Starter,99.76,USD,Refunded,Credit Card,2026-04-25,2026-04-30,Approved - Refunded
INV-004109,CUST-00806,Starter,99.76,USD,Paid,Credit Card,2026-05-25,2026-05-28,Not Requested
INV-004110,CUST-00806,Starter,99.76,USD,Paid,Credit Card,2026-06-24,2026-06-26,Not Requested
INV-004111,CUST-00806,Starter,99.76,USD,Pending,Credit Card,2026-07-24,,Not Requested
INV-004112,CUST-00807,Starter,536.68,USD,Paid,Credit Card,2025-08-28,2025-09-01,Not Requested
INV-004113,CUST-00807,Starter,536.68,USD,Paid,Credit Card,2025-09-27,2025-09-28,Not Requested
INV-004114,CUST-00807,Starter,536.68,USD,Paid,Credit Card,2025-10-27,2025-10-29,Not Requested
INV-004115,CUST-00807,Starter,536.68,USD,Paid,Credit Card,2025-11-26,2025-11-28,Not Requested
INV-004116,CUST-00807,Starter,536.68,USD,Paid,Credit Card,2025-12-26,2025-12-30,Not Requested
INV-004117,CUST-00807,Starter,536.68,USD,Paid,Credit Card,2026-01-25,2026-01-25,Not Requested
INV-004118,CUST-00807,Starter,536.68,USD,Paid,Credit Card,2026-02-24,2026-02-28,Not Requested
INV-004119,CUST-00807,Starter,536.68,USD,Paid,Credit Card,2026-03-26,2026-03-30,Not Requested
INV-004120,CUST-00807,Starter,536.68,USD,Paid,Credit Card,2026-04-25,2026-04-27,Not Requested
INV-004121,CUST-00807,Starter,536.68,USD,Paid,Credit Card,2026-05-25,2026-05-26,Not Requested
INV-004122,CUST-00807,Starter,536.68,USD,Paid,PayPal,2026-06-24,2026-06-25,Not Requested
INV-004123,CUST-00807,Starter,536.68,USD,Paid,Credit Card,2026-07-24,2026-07-29,Not Requested
INV-004124,CUST-00808,Enterprise,1260299.32,USD,Failed,Wire Transfer,2025-08-28,,Not Requested
INV-004125,CUST-00809,Enterprise,748750.5,USD,Paid,Wire Transfer,2025-08-28,2025-08-30,Not Requested
INV-004126,CUST-00810,Enterprise,1144303.06,USD,Paid,Credit Card,2025-08-28,2025-08-31,Not Requested
INV-004127,CUST-00811,Professional,52799.25,EUR,Paid,Credit Card,2025-08-28,2025-08-28,Not Requested
INV-004128,CUST-00812,Starter,6601.9,USD,Paid,Credit Card,2025-08-28,2025-08-31,Not Requested
INV-004129,CUST-00813,Starter,1310.11,USD,Paid,Credit Card,2025-08-28,2025-08-31,Not Requested
INV-004130,CUST-00814,Starter,5191.32,CAD,Paid,Credit Card,2025-08-28,2025-08-31,Not Requested
INV-004131,CUST-00815,Starter,583.82,USD,Paid,Credit Card,2025-08-28,2025-08-30,Not Requested
INV-004132,CUST-00815,Starter,583.82,USD,Paid,Credit Card,2025-09-27,2025-10-01,Not Requested
INV-004133,CUST-00815,Starter,583.82,USD,Paid,Credit Card,2025-10-27,2025-10-28,Not Requested
INV-004134,CUST-00815,Starter,583.82,USD,Paid,Credit Card,2025-11-26,2025-11-26,Not Requested
INV-004135,CUST-00815,Starter,583.82,USD,Paid,Credit Card,2025-12-26,2025-12-30,Not Requested
INV-004136,CUST-00815,Starter,583.82,USD,Paid,Credit Card,2026-01-25,2026-01-26,Not Requested
INV-004137,CUST-00815,Starter,583.82,USD,Refunded,Credit Card,2026-02-24,2026-02-28,Approved - Refunded
INV-004138,CUST-00815,Starter,583.82,USD,Failed,Credit Card,2026-03-26,,Not Requested
INV-004139,CUST-00815,Starter,583.82,USD,Paid,Credit Card,2026-04-25,2026-04-27,Not Requested
INV-004140,CUST-00815,Starter,583.82,USD,Paid,Credit Card,2026-05-25,2026-05-28,Not Requested
INV-004141,CUST-00815,Starter,583.82,USD,Paid,Credit Card,2026-06-24,2026-06-28,Not Requested
INV-004142,CUST-00815,Starter,583.82,USD,Failed,PayPal,2026-07-24,,Not Requested
INV-004143,CUST-00816,Starter,169.71,USD,Paid,Credit Card,2025-08-28,2025-08-28,Not Requested
INV-004144,CUST-00816,Starter,169.71,USD,Paid,Credit Card,2025-09-27,2025-09-30,Not Requested
INV-004145,CUST-00816,Starter,169.71,USD,Paid,Credit Card,2025-10-27,2025-10-27,Not Requested
INV-004146,CUST-00816,Starter,169.71,USD,Pending,Credit Card,2025-11-26,,Not Requested
INV-004147,CUST-00816,Starter,169.71,USD,Paid,Credit Card,2025-12-26,2025-12-27,Not Requested
INV-004148,CUST-00816,Starter,169.71,USD,Paid,Credit Card,2026-01-25,2026-01-26,Not Requested
INV-004149,CUST-00816,Starter,169.71,USD,Paid,Credit Card,2026-02-24,2026-02-24,Not Requested
INV-004150,CUST-00816,Starter,169.71,USD,Paid,PayPal,2026-03-26,2026-03-27,Not Requested
INV-004151,CUST-00816,Starter,169.71,USD,Paid,Credit Card,2026-04-25,2026-05-01,Not Requested
INV-004152,CUST-00816,Starter,169.71,USD,Paid,PayPal,2026-05-25,2026-05-27,Not Requested
INV-004153,CUST-00816,Starter,169.71,USD,Paid,Credit Card,2026-06-24,2026-06-24,Not Requested
INV-004154,CUST-00816,Starter,169.71,USD,Paid,Credit Card,2026-07-24,2026-08-01,Not Requested
INV-004155,CUST-00818,Starter,2032.32,USD,Paid,Credit Card,2025-08-28,2025-08-30,Not Requested
INV-004156,CUST-00819,Professional,5659.74,USD,Paid,Credit Card,2025-08-28,2025-08-29,Not Requested
INV-004157,CUST-00819,Professional,5659.74,USD,Failed,Credit Card,2025-09-27,,Not Requested
INV-004158,CUST-00819,Professional,5659.74,USD,Paid,ACH Bank Transfer,2025-10-27,2025-10-28,Not Requested
INV-004159,CUST-00819,Professional,5659.74,USD,Paid,Credit Card,2025-11-26,2025-11-27,Not Requested
INV-004160,CUST-00819,Professional,5659.74,USD,Paid,PayPal,2025-12-26,2025-12-29,Not Requested
INV-004161,CUST-00819,Professional,5659.74,USD,Paid,ACH Bank Transfer,2026-01-25,2026-01-25,Not Requested
INV-004162,CUST-00819,Professional,5659.74,USD,Paid,ACH Bank Transfer,2026-02-24,2026-02-28,Not Requested
INV-004163,CUST-00819,Professional,5659.74,USD,Paid,Credit Card,2026-03-26,2026-03-29,Not Requested
INV-004164,CUST-00819,Professional,5659.74,USD,Paid,Credit Card,2026-04-25,2026-04-26,Not Requested
INV-004165,CUST-00819,Professional,5659.74,USD,Paid,Credit Card,2026-05-25,2026-05-26,Not Requested
INV-004166,CUST-00819,Professional,5659.74,USD,Paid,ACH Bank Transfer,2026-06-24,2026-06-29,Not Requested
INV-004167,CUST-00819,Professional,5659.74,USD,Paid,ACH Bank Transfer,2026-07-24,2026-07-30,Not Requested
INV-004168,CUST-00820,Starter,280.38,AUD,Paid,Credit Card,2025-08-28,2025-08-29,Not Requested
INV-004169,CUST-00820,Starter,280.38,AUD,Paid,Credit Card,2025-09-27,2025-10-01,Not Requested
INV-004170,CUST-00820,Starter,280.38,AUD,Paid,Credit Card,2025-10-27,2025-10-30,Not Requested
INV-004171,CUST-00820,Starter,280.38,AUD,Paid,Credit Card,2025-11-26,2025-11-26,Not Requested
INV-004172,CUST-00820,Starter,280.38,AUD,Paid,Credit Card,2025-12-26,2025-12-27,Not Requested
INV-004173,CUST-00820,Starter,280.38,AUD,Paid,Credit Card,2026-01-25,2026-01-28,Not Requested
INV-004174,CUST-00820,Starter,280.38,AUD,Paid,Credit Card,2026-02-24,2026-02-25,Not Requested
INV-004175,CUST-00820,Starter,280.38,AUD,Paid,PayPal,2026-03-26,2026-04-05,Not Requested
INV-004176,CUST-00820,Starter,280.38,AUD,Paid,Credit Card,2026-04-25,2026-04-25,Not Requested
INV-004177,CUST-00820,Starter,280.38,AUD,Paid,Credit Card,2026-05-25,2026-05-28,Not Requested
INV-004178,CUST-00820,Starter,280.38,AUD,Paid,Credit Card,2026-06-24,2026-06-25,Not Requested
INV-004179,CUST-00820,Starter,280.38,AUD,Paid,Credit Card,2026-07-24,2026-07-27,Not Requested
INV-004180,CUST-00821,Starter,402.55,USD,Paid,Credit Card,2025-08-28,2025-08-30,Not Requested
INV-004181,CUST-00821,Starter,402.55,USD,Paid,Credit Card,2025-09-27,2025-10-02,Not Requested
INV-004182,CUST-00821,Starter,402.55,USD,Paid,Credit Card,2025-10-27,2025-10-30,Not Requested
INV-004183,CUST-00821,Starter,402.55,USD,Paid,Credit Card,2025-11-26,2025-11-30,Not Requested
INV-004184,CUST-00821,Starter,402.55,USD,Paid,Credit Card,2025-12-26,2025-12-27,Not Requested
INV-004185,CUST-00821,Starter,402.55,USD,Paid,Credit Card,2026-01-25,2026-01-27,Not Requested
INV-004186,CUST-00821,Starter,402.55,USD,Paid,Credit Card,2026-02-24,2026-02-25,Not Requested
INV-004187,CUST-00821,Starter,402.55,USD,Paid,Credit Card,2026-03-26,2026-03-28,Not Requested
INV-004188,CUST-00821,Starter,402.55,USD,Paid,Credit Card,2026-04-25,2026-04-29,Not Requested
INV-004189,CUST-00821,Starter,402.55,USD,Paid,Credit Card,2026-05-25,2026-05-26,Not Requested
INV-004190,CUST-00821,Starter,402.55,USD,Paid,Credit Card,2026-06-24,2026-06-24,Not Requested
INV-004191,CUST-00821,Starter,402.55,USD,Paid,Credit Card,2026-07-24,2026-07-25,Not Requested
INV-004192,CUST-00823,Starter,129.07,USD,Paid,Credit Card,2025-08-28,2025-08-30,Not Requested
INV-004193,CUST-00823,Starter,129.07,USD,Paid,Credit Card,2025-09-27,2025-10-02,Not Requested
INV-004194,CUST-00823,Starter,129.07,USD,Paid,Credit Card,2025-10-27,2025-11-01,Not Requested
INV-004195,CUST-00823,Starter,129.07,USD,Paid,Credit Card,2025-11-26,2025-11-29,Not Requested
INV-004196,CUST-00823,Starter,129.07,USD,Paid,Credit Card,2025-12-26,2025-12-29,Not Requested
INV-004197,CUST-00823,Starter,129.07,USD,Paid,Credit Card,2026-01-25,2026-01-28,Not Requested
INV-004198,CUST-00823,Starter,129.07,USD,Paid,Credit Card,2026-02-24,2026-02-26,Not Requested
INV-004199,CUST-00823,Starter,129.07,USD,Paid,Credit Card,2026-03-26,2026-03-27,Not Requested
INV-004200,CUST-00823,Starter,129.07,USD,Paid,Credit Card,2026-04-25,2026-04-25,Not Requested
INV-004201,CUST-00823,Starter,129.07,USD,Paid,Credit Card,2026-05-25,2026-05-29,Not Requested
INV-004202,CUST-00823,Starter,129.07,USD,Paid,PayPal,2026-06-24,2026-06-29,Not Requested
INV-004203,CUST-00823,Starter,129.07,USD,Failed,Credit Card,2026-07-24,,Not Requested
INV-004204,CUST-00824,Starter,606.0,USD,Paid,Credit Card,2025-08-28,2025-08-28,Not Requested
INV-004205,CUST-00824,Starter,606.0,USD,Paid,Credit Card,2025-09-27,2025-09-28,Not Requested
INV-004206,CUST-00824,Starter,606.0,USD,Failed,Credit Card,2025-10-27,,Not Requested
INV-004207,CUST-00824,Starter,606.0,USD,Paid,Credit Card,2025-11-26,2025-11-27,Not Requested
INV-004208,CUST-00824,Starter,606.0,USD,Paid,Credit Card,2025-12-26,2025-12-26,Not Requested
INV-004209,CUST-00824,Starter,606.0,USD,Pending,PayPal,2026-01-25,,Not Requested
INV-004210,CUST-00824,Starter,606.0,USD,Paid,Credit Card,2026-02-24,2026-02-24,Not Requested
INV-004211,CUST-00824,Starter,606.0,USD,Paid,Credit Card,2026-03-26,2026-03-28,Not Requested
INV-004212,CUST-00824,Starter,606.0,USD,Paid,Credit Card,2026-04-25,2026-04-27,Not Requested
INV-004213,CUST-00824,Starter,606.0,USD,Paid,Credit Card,2026-05-25,2026-05-25,Not Requested
INV-004214,CUST-00824,Starter,606.0,USD,Pending,Credit Card,2026-06-24,,Not Requested
INV-004215,CUST-00824,Starter,606.0,USD,Paid,PayPal,2026-07-24,2026-07-24,Not Requested
INV-004216,CUST-00825,Starter,4810.35,USD,Failed,Credit Card,2025-08-28,,Not Requested
INV-004217,CUST-00826,Enterprise,313941.69,CAD,Paid,ACH Bank Transfer,2025-08-28,2025-08-28,Not Requested
INV-004218,CUST-00828,Starter,528.7,AUD,Paid,Credit Card,2025-08-28,2025-08-29,Not Requested
INV-004219,CUST-00828,Starter,528.7,AUD,Paid,ACH Bank Transfer,2025-09-27,2025-10-01,Not Requested
INV-004220,CUST-00828,Starter,528.7,AUD,Paid,Credit Card,2025-10-27,2025-10-30,Not Requested
INV-004221,CUST-00828,Starter,528.7,AUD,Paid,Credit Card,2025-11-26,2025-11-28,Not Requested
INV-004222,CUST-00828,Starter,528.7,AUD,Paid,Credit Card,2025-12-26,2025-12-27,Not Requested
INV-004223,CUST-00828,Starter,528.7,AUD,Paid,Credit Card,2026-01-25,2026-01-25,Not Requested
INV-004224,CUST-00828,Starter,528.7,AUD,Paid,Credit Card,2026-02-24,2026-02-27,Not Requested
INV-004225,CUST-00828,Starter,528.7,AUD,Paid,Credit Card,2026-03-26,2026-03-27,Not Requested
INV-004226,CUST-00828,Starter,528.7,AUD,Paid,Credit Card,2026-04-25,2026-04-26,Not Requested
INV-004227,CUST-00828,Starter,528.7,AUD,Paid,PayPal,2026-05-25,2026-05-26,Not Requested
INV-004228,CUST-00828,Starter,528.7,AUD,Paid,Credit Card,2026-06-24,2026-06-24,Not Requested
INV-004229,CUST-00828,Starter,528.7,AUD,Paid,Credit Card,2026-07-24,2026-07-24,Not Requested
INV-004230,CUST-00829,Starter,537.09,USD,Paid,Credit Card,2025-08-28,2025-09-01,Not Requested
INV-004231,CUST-00829,Starter,537.09,USD,Paid,Credit Card,2025-09-27,2025-09-28,Not Requested
INV-004232,CUST-00829,Starter,537.09,USD,Paid,Credit Card,2025-10-27,2025-10-27,Not Requested
INV-004233,CUST-00829,Starter,537.09,USD,Paid,Credit Card,2025-11-26,2025-11-26,Not Requested
INV-004234,CUST-00829,Starter,537.09,USD,Paid,Credit Card,2025-12-26,2025-12-29,Not Requested
INV-004235,CUST-00829,Starter,537.09,USD,Paid,Credit Card,2026-01-25,2026-01-25,Not Requested
INV-004236,CUST-00829,Starter,537.09,USD,Paid,Credit Card,2026-02-24,2026-02-28,Not Requested
INV-004237,CUST-00829,Starter,537.09,USD,Paid,Credit Card,2026-03-26,2026-03-26,Not Requested
INV-004238,CUST-00829,Starter,537.09,USD,Failed,Credit Card,2026-04-25,,Not Requested
INV-004239,CUST-00829,Starter,537.09,USD,Paid,Credit Card,2026-05-25,2026-05-31,Not Requested
INV-004240,CUST-00829,Starter,537.09,USD,Paid,Credit Card,2026-06-24,2026-06-24,Not Requested
