ticket_id,customer_id,created_date,priority,department,category,subject,message,assigned_agent,resolution,status,sentiment,resolution_time,escalation
TKT-002908,CUST-00111,2026-05-31 19:20,Normal,Account Management,Account Admin,Request to deactivate former employee,We need some help managing our account — we need to deactivate a former employee's account as part of our offboarding process. Let us know what you need from us to get this handled.,Ingrid Solberg,Escalated internally; engineering confirmed an incorrect field mapping and applied waiting for propagation and reverifying.,Resolved,Neutral,27.2,No
TKT-002909,CUST-00048,2025-06-06 04:30,High,Security,Security,Need audit log export for compliance review,"We have a security-related question or request — an export of our audit logs to support an upcoming internal compliance review. Given the nature of this, we'd appreciate a prompt response.",Owen Fitzgerald,,Open,Neutral,,Yes
TKT-002910,CUST-00979,2023-02-03 02:55,Low,Onboarding,Onboarding,Need help connecting support email,We're in the process of setting up Corvex Cloud and could use some guidance — we're trying to connect our support email address and the verification isn't completing. Happy to hop on a call if that's easier.,Ava Thompson,Walked the customer through upgrading to the appropriate plan tier. Root cause was a caching delay.,Closed,Negative,51.4,No
TKT-002911,CUST-00558,2026-04-24 13:01,High,Account Management,Account Admin,Request to deactivate former employee,We need some help managing our account — we need to deactivate a former employee's account as part of our offboarding process. Let us know what you need from us to get this handled.,James Okafor,,Pending,Neutral,,No
TKT-002912,CUST-00562,2025-08-13 06:44,High,Technical Support,Account Access,SSO login failing,"We're having trouble accessing our account — SSO login redirects back to the login screen without completing authentication. This is blocking our team from working, so any urgency you can provide is appreciated.",Isla Campbell,Walked the customer through clearing cached data and reloading. Root cause was a DNS propagation delay.,Resolved,Neutral,5.8,Yes
TKT-002913,CUST-00682,2025-01-29 19:38,Normal,Account Management,Account Admin,Requesting account ownership transfer,We need some help managing our account — our account owner is leaving the company and we need to transfer ownership. Let us know what you need from us to get this handled.,Finn O'Brien,Resolved after updating configuration — reauthorizing the integration. Customer confirmed resolution.,Resolved,Neutral,28.7,No
TKT-002914,CUST-00557,2025-02-06 13:41,Normal,Billing,Billing,Update payment method on file,We have a question about our billing — we need to update the credit card on file before our next renewal date. Could someone from your billing team clarify this for us?,James Okafor,Provided documentation and guided customer through waiting for propagation and reverifying to address an incorrect field mapping.,Closed,Neutral,19.0,No
TKT-002915,CUST-00737,2024-04-12 15:47,High,Account Management,Account Admin,Question about custom role permissions,We need some help managing our account — we're not sure our custom role is configured with the correct set of permissions. Let us know what you need from us to get this handled.,Kwame Mensah,Issue identified as a browser extension conflict; resolved by waiting for propagation and reverifying. Confirmed working with the customer.,Resolved,Negative,1.8,Yes
TKT-002916,CUST-00860,2026-03-13 19:36,High,Security,Security,Need audit log export for compliance review,"We have a security-related question or request — an export of our audit logs to support an upcoming internal compliance review. Given the nature of this, we'd appreciate a prompt response.",Noah Bennett,Escalated internally; engineering confirmed a DNS propagation delay and applied rotating the affected credential.,Closed,Positive,2.1,No
TKT-002917,CUST-00287,2023-08-31 14:57,High,Account Management,Account Admin,Requesting account ownership transfer,We need some help managing our account — our account owner is leaving the company and we need to transfer ownership. Let us know what you need from us to get this handled.,Sarah Chen,,Open,Negative,,Yes
TKT-002918,CUST-00355,2021-12-01 16:27,Normal,Product & Feature Requests,Feature Request,Requesting bulk action improvements,We wanted to pass along a feature suggestion — a higher bulk action limit on our current plan tier for large-scale ticket cleanup. This would make a meaningful difference for our team's workflow.,Kwame Mensah,Walked the customer through reauthorizing the integration. Root cause was a browser extension conflict.,Closed,Neutral,12.4,No
TKT-002919,CUST-00503,2025-01-19 09:33,Low,Onboarding,Onboarding,Need help connecting support email,We're in the process of setting up Corvex Cloud and could use some guidance — we're trying to connect our support email address and the verification isn't completing. Happy to hop on a call if that's easier.,Caleb Foster,Provided documentation and guided customer through clearing cached data and reloading to address an incorrect field mapping.,Resolved,Neutral,74.1,No
TKT-002920,CUST-00501,2021-07-09 09:02,High,Security,Security,Suspicious login activity on account,"We have a security-related question or request — we noticed a login from an unexpected location and want it investigated. Given the nature of this, we'd appreciate a prompt response.",Yuki Tanaka,Provided documentation and guided customer through updating the relevant configuration setting to address a misconfigured routing rule.,Closed,Negative,5.0,No
TKT-002921,CUST-00837,2025-12-17 22:07,High,Security,Security,IP allowlisting not permitting access,"We have a security-related question or request — our IP allowlist is blocking legitimate traffic from a newly added office location. Given the nature of this, we'd appreciate a prompt response.",Mia Rodriguez,Provided documentation and guided customer through updating the relevant configuration setting to address an expired authentication token.,Resolved,Positive,2.0,Yes
TKT-002922,CUST-00893,2020-11-25 12:34,Low,Technical Support,Api Platform,API returning 401 errors,"We're integrating with the CloudDesk API Platform and running into an issue — we're getting 401 Unauthorized errors despite using what we believe is a valid API key. Here's what we've checked on our end so far, but wanted to confirm with your team.",Ravi Iyer,Issue identified as a browser extension conflict; resolved by correcting the field identifier reference. Confirmed working with the customer.,Resolved,Neutral,53.8,No
TKT-002923,CUST-00542,2025-01-21 10:09,Low,Account Management,Account Admin,Reviewing our current plan usage,We need some help managing our account — we'd like a summary of our current seat and feature usage ahead of renewal. Let us know what you need from us to get this handled.,Sarah Chen,Resolved after updating configuration — rotating the affected credential. Customer confirmed resolution.,Resolved,Negative,56.9,No
TKT-002924,CUST-00829,2026-04-18 23:59,Urgent,Product & Feature Requests,Feature Request,Requesting a new reporting feature,We wanted to pass along a feature suggestion — a way to schedule dashboard exports more frequently than the current options allow. This would make a meaningful difference for our team's workflow.,Zara Ahmed,Provided documentation and guided customer through correcting the field identifier reference to address a misconfigured routing rule.,Resolved,Negative,1.6,No
TKT-002925,CUST-00746,2023-06-25 07:41,Low,Security,Security,Need audit log export for compliance review,"We have a security-related question or request — an export of our audit logs to support an upcoming internal compliance review. Given the nature of this, we'd appreciate a prompt response.",Ravi Iyer,Walked the customer through reauthorizing the integration. Root cause was a browser extension conflict.,Resolved,Neutral,30.6,No
TKT-002926,CUST-00404,2026-07-06 09:15,Urgent,Security,Security,Need audit log export for compliance review,"We have a security-related question or request — an export of our audit logs to support an upcoming internal compliance review. Given the nature of this, we'd appreciate a prompt response.",Mia Rodriguez,Escalated internally; engineering confirmed a DNS propagation delay and applied rotating the affected credential.,Resolved,Negative,0.2,Yes
TKT-002927,CUST-00550,2025-05-11 04:06,Normal,Onboarding,Onboarding,Need help connecting support email,We're in the process of setting up Corvex Cloud and could use some guidance — we're trying to connect our support email address and the verification isn't completing. Happy to hop on a call if that's easier.,Finn O'Brien,,Pending,Neutral,,No
TKT-002928,CUST-00518,2025-05-27 14:20,Low,Technical Support,Chat Widget,Chat widget not loading,"Hi team, we're seeing an issue with the CloudDesk Chat widget on our site — the widget doesn't appear on our product pages at all. This started earlier this week and is affecting our support queue. Can someone take a look?",Chloe Martin,Provided documentation and guided customer through waiting for propagation and reverifying to address a plan-tier feature limitation.,Closed,Negative,43.3,No
TKT-002929,CUST-00018,2025-12-18 18:50,Low,Billing,Billing,Seat count discrepancy on invoice,We have a question about our billing — the seat count on our invoice doesn't match our actual active user count. Could someone from your billing team clarify this for us?,Amara Chukwu,,Open,Negative,,No
TKT-002930,CUST-00556,2021-11-02 19:52,High,Onboarding,Onboarding,Guidance on configuring SLA targets,We're in the process of setting up Corvex Cloud and could use some guidance — we need guidance on setting appropriate SLA targets for our team's priority levels. Happy to hop on a call if that's easier.,Ravi Iyer,,Open,Neutral,,Yes
TKT-002931,CUST-00046,2025-11-11 19:19,Normal,Technical Support,Mobile,Mobile app not syncing tickets,One of our agents is having trouble with CloudDesk Mobile — recently updated tickets aren't showing up in the CloudDesk Mobile app. Let us know if there's a setting we're missing.,Diego Morales,Issue identified as an expired authentication token; resolved by reauthorizing the integration. Confirmed working with the customer.,Resolved,Negative,41.4,No
TKT-002932,CUST-00037,2018-02-02 06:28,High,Technical Support,Chat Widget,Pre-chat form not saving customer email,"Hi team, we're seeing an issue with the CloudDesk Chat widget on our site — the pre-chat form isn't saving customer email addresses to the conversation. This started since our last update and is affecting our support queue. Can someone take a look?",Kwame Mensah,Walked the customer through upgrading to the appropriate plan tier. Root cause was a plan-tier feature limitation.,Resolved,Neutral,9.1,No
TKT-002933,CUST-00293,2021-05-30 05:56,Low,Product & Feature Requests,Feature Request,Requesting bulk action improvements,We wanted to pass along a feature suggestion — a higher bulk action limit on our current plan tier for large-scale ticket cleanup. This would make a meaningful difference for our team's workflow.,Victor Nguyen,Issue identified as a browser extension conflict; resolved by reauthorizing the integration. Confirmed working with the customer.,Resolved,Neutral,41.1,No
TKT-002934,CUST-00516,2022-04-23 01:17,Low,Account Management,Account Admin,Reviewing our current plan usage,We need some help managing our account — we'd like a summary of our current seat and feature usage ahead of renewal. Let us know what you need from us to get this handled.,Caleb Foster,Walked the customer through clearing cached data and reloading. Root cause was a plan-tier feature limitation.,Closed,Positive,16.1,No
TKT-002935,CUST-00551,2025-10-16 20:07,Normal,Onboarding,Onboarding,Setting up first custom dashboard,We're in the process of setting up Corvex Cloud and could use some guidance — we're building our first custom dashboard and want guidance on best practices. Happy to hop on a call if that's easier.,Sam Delgado,Provided documentation and guided customer through upgrading to the appropriate plan tier to address an expired authentication token.,Resolved,Positive,24.9,No
TKT-002936,CUST-00376,2026-04-05 03:09,Low,Technical Support,Mobile,Biometric lock failing on mobile,One of our agents is having trouble with CloudDesk Mobile — biometric app lock keeps failing to recognize a valid fingerprint. Let us know if there's a setting we're missing.,Priya Desai,Resolved after updating configuration — adjusting the widget installation snippet. Customer confirmed resolution.,Resolved,Negative,71.3,No
TKT-002937,CUST-00830,2026-06-09 16:31,Low,Onboarding,Onboarding,Help setting up chat widget for the first time,We're in the process of setting up Corvex Cloud and could use some guidance — we're configuring the chat widget for the first time and want to confirm we're doing it correctly. Happy to hop on a call if that's easier.,Leo Schneider,Issue identified as an outdated integration credential; resolved by waiting for propagation and reverifying. Confirmed working with the customer.,Resolved,Neutral,54.9,No
TKT-002938,CUST-00189,2024-02-11 20:05,Normal,Technical Support,Account Access,IP allowlisting blocking access,"We're having trouble accessing our account — our IP allowlist seems to be blocking access from our own office network. This is blocking our team from working, so any urgency you can provide is appreciated.",Victor Nguyen,,Open,Positive,,No
TKT-002939,CUST-00493,2025-04-30 23:54,High,Security,Security,API key rotation policy question,"We have a security-related question or request — clarification on how our configured API key rotation policy affects active integrations. Given the nature of this, we'd appreciate a prompt response.",Ethan Park,Issue identified as a DNS propagation delay; resolved by correcting the field identifier reference. Confirmed working with the customer.,Resolved,Positive,4.0,No
TKT-002940,CUST-00087,2025-09-13 12:43,High,Product & Feature Requests,Feature Request,Suggestion for chat widget customization,We wanted to pass along a feature suggestion — more granular control over chat widget font and spacing customization. This would make a meaningful difference for our team's workflow.,Diego Morales,,Pending,Neutral,,Yes
TKT-002941,CUST-00370,2025-10-20 19:14,Urgent,Onboarding,Onboarding,Need help connecting support email,We're in the process of setting up Corvex Cloud and could use some guidance — we're trying to connect our support email address and the verification isn't completing. Happy to hop on a call if that's easier.,Yuki Tanaka,Provided documentation and guided customer through correcting the field identifier reference to address a caching delay.,Closed,Positive,1.5,Yes
TKT-002942,CUST-00703,2026-05-06 09:52,Normal,Onboarding,Onboarding,Need help connecting support email,We're in the process of setting up Corvex Cloud and could use some guidance — we're trying to connect our support email address and the verification isn't completing. Happy to hop on a call if that's easier.,Zara Ahmed,Escalated internally; engineering confirmed an outdated integration credential and applied correcting the field identifier reference.,Resolved,Neutral,20.7,No
TKT-002943,CUST-00030,2026-05-01 00:44,High,Product & Feature Requests,Feature Request,Suggestion for chat widget customization,We wanted to pass along a feature suggestion — more granular control over chat widget font and spacing customization. This would make a meaningful difference for our team's workflow.,Sarah Chen,Provided documentation and guided customer through adjusting the widget installation snippet to address a plan-tier feature limitation.,Resolved,Neutral,4.6,Yes
TKT-002944,CUST-00720,2025-04-01 05:57,Normal,Onboarding,Onboarding,Need help connecting support email,We're in the process of setting up Corvex Cloud and could use some guidance — we're trying to connect our support email address and the verification isn't completing. Happy to hop on a call if that's easier.,Owen Fitzgerald,,Pending,Neutral,,No
TKT-002945,CUST-00632,2019-07-15 03:00,Normal,Technical Support,Mobile,Push notifications not arriving on mobile,One of our agents is having trouble with CloudDesk Mobile — one of our agents isn't receiving push notifications for new assignments. Let us know if there's a setting we're missing.,Sam Delgado,Provided documentation and guided customer through updating the relevant configuration setting to address a plan-tier feature limitation.,Resolved,Negative,35.7,No
TKT-002946,CUST-00452,2025-01-28 22:02,Normal,Onboarding,Onboarding,Setting up first custom dashboard,We're in the process of setting up Corvex Cloud and could use some guidance — we're building our first custom dashboard and want guidance on best practices. Happy to hop on a call if that's easier.,Victor Nguyen,Provided documentation and guided customer through clearing cached data and reloading to address a plan-tier feature limitation.,Resolved,Negative,3.8,No
TKT-002947,CUST-00081,2024-11-01 22:28,High,Security,Security,Need audit log export for compliance review,"We have a security-related question or request — an export of our audit logs to support an upcoming internal compliance review. Given the nature of this, we'd appreciate a prompt response.",Ravi Iyer,Walked the customer through reauthorizing the integration. Root cause was an outdated integration credential.,Closed,Positive,11.7,No
TKT-002948,CUST-00511,2020-12-07 09:03,Normal,Account Management,Account Admin,Need to add new agent seats,We need some help managing our account — we're onboarding several new hires and need to add agent seats to our account. Let us know what you need from us to get this handled.,Nora Kowalski,Issue identified as a misconfigured routing rule; resolved by reauthorizing the integration. Confirmed working with the customer.,Resolved,Neutral,31.9,No
TKT-002949,CUST-00029,2026-08-01 00:56,Low,Technical Support,Tickets Workflow,Custom field values not saving,"We've run into a problem with CloudDesk Tickets — values entered into a custom field aren't persisting after we navigate away. Our team relies on this working correctly for day-to-day queue management, so any help is appreciated.",Priya Desai,,Open,Neutral,,No
TKT-002950,CUST-00121,2025-11-04 13:53,Low,Technical Support,Analytics,Dashboard not updating in real time,"Our CloudDesk Analytics dashboard isn't behaving as expected — the real-time dashboard count doesn't match our actual ticket queue. We use this report regularly for our team standup, so we'd like this resolved soon.",Caleb Foster,Escalated internally; engineering confirmed a caching delay and applied updating the relevant configuration setting.,Closed,Negative,33.3,No
TKT-002951,CUST-00744,2022-02-26 06:25,Normal,Onboarding,Onboarding,Migrating historical tickets from previous platform,We're in the process of setting up Corvex Cloud and could use some guidance — we're migrating several years of historical tickets from our previous support platform. Happy to hop on a call if that's easier.,Diego Morales,Resolved after updating configuration — adjusting the widget installation snippet. Customer confirmed resolution.,Resolved,Neutral,12.3,No
TKT-002952,CUST-00078,2025-06-06 07:20,Urgent,Product & Feature Requests,Feature Request,Requesting a new reporting feature,We wanted to pass along a feature suggestion — a way to schedule dashboard exports more frequently than the current options allow. This would make a meaningful difference for our team's workflow.,Freya Lindqvist,Escalated internally; engineering confirmed a browser extension conflict and applied waiting for propagation and reverifying.,Closed,Negative,1.7,No
TKT-002953,CUST-00986,2024-06-23 12:11,Urgent,Product & Feature Requests,Feature Request,Requesting bulk action improvements,We wanted to pass along a feature suggestion — a higher bulk action limit on our current plan tier for large-scale ticket cleanup. This would make a meaningful difference for our team's workflow.,Caleb Foster,Walked the customer through upgrading to the appropriate plan tier. Root cause was a misconfigured routing rule.,Resolved,Positive,2.0,No
TKT-002954,CUST-00910,2020-01-16 00:24,Normal,Account Management,Account Admin,Reviewing our current plan usage,We need some help managing our account — we'd like a summary of our current seat and feature usage ahead of renewal. Let us know what you need from us to get this handled.,Yuki Tanaka,Walked the customer through updating the relevant configuration setting. Root cause was a DNS propagation delay.,Resolved,Negative,16.0,No
TKT-002955,CUST-00632,2024-12-14 06:30,High,Security,Security,API key rotation policy question,"We have a security-related question or request — clarification on how our configured API key rotation policy affects active integrations. Given the nature of this, we'd appreciate a prompt response.",Amara Chukwu,,Pending,Negative,,Yes
TKT-002956,CUST-00832,2024-02-03 18:49,Urgent,Onboarding,Onboarding,Need help connecting support email,We're in the process of setting up Corvex Cloud and could use some guidance — we're trying to connect our support email address and the verification isn't completing. Happy to hop on a call if that's easier.,Leo Schneider,Escalated internally; engineering confirmed an incorrect field mapping and applied waiting for propagation and reverifying.,Closed,Negative,2.6,No
TKT-002957,CUST-00932,2021-04-12 01:25,High,Onboarding,Onboarding,Guidance on configuring SLA targets,We're in the process of setting up Corvex Cloud and could use some guidance — we need guidance on setting appropriate SLA targets for our team's priority levels. Happy to hop on a call if that's easier.,James Okafor,,Open,Neutral,,No
TKT-002958,CUST-00326,2022-06-14 08:25,Low,Onboarding,Onboarding,Setting up first custom dashboard,We're in the process of setting up Corvex Cloud and could use some guidance — we're building our first custom dashboard and want guidance on best practices. Happy to hop on a call if that's easier.,Ravi Iyer,Escalated internally; engineering confirmed a plan-tier feature limitation and applied upgrading to the appropriate plan tier.,Closed,Negative,30.8,No
TKT-002959,CUST-00096,2021-06-01 22:53,Normal,Product & Feature Requests,Feature Request,Requesting bulk action improvements,We wanted to pass along a feature suggestion — a higher bulk action limit on our current plan tier for large-scale ticket cleanup. This would make a meaningful difference for our team's workflow.,Sam Delgado,Resolved after updating configuration — rotating the affected credential. Customer confirmed resolution.,Resolved,Neutral,25.8,No
TKT-002960,CUST-00004,2025-06-24 15:18,Low,Onboarding,Onboarding,Guidance on configuring SLA targets,We're in the process of setting up Corvex Cloud and could use some guidance — we need guidance on setting appropriate SLA targets for our team's priority levels. Happy to hop on a call if that's easier.,Nora Kowalski,Provided documentation and guided customer through clearing cached data and reloading to address an incorrect field mapping.,Resolved,Neutral,44.3,No
TKT-002961,CUST-00169,2026-05-17 23:43,High,Product & Feature Requests,Feature Request,Would like multi-brand support on lower tier,"We wanted to pass along a feature suggestion — multi-brand widget support currently limited to Enterprise, which is a stretch for our team size. This would make a meaningful difference for our team's workflow.",Isla Campbell,,Open,Neutral,,No
TKT-002962,CUST-00057,2026-01-03 15:39,Low,Billing,Billing,Need a copy of last invoice,We have a question about our billing — we need an itemized copy of our last invoice for our own accounting records. Could someone from your billing team clarify this for us?,Mia Rodriguez,Walked the customer through correcting the field identifier reference. Root cause was a misconfigured routing rule.,Closed,Neutral,47.4,No
TKT-002963,CUST-00193,2023-08-19 19:29,Normal,Account Management,Account Admin,Request to deactivate former employee,We need some help managing our account — we need to deactivate a former employee's account as part of our offboarding process. Let us know what you need from us to get this handled.,Owen Fitzgerald,Provided documentation and guided customer through reauthorizing the integration to address an incorrect field mapping.,Resolved,Negative,32.7,No
TKT-002964,CUST-00761,2024-09-22 08:38,Normal,Technical Support,Api Platform,Pagination returning duplicate records,"We're integrating with the CloudDesk API Platform and running into an issue — iterating through paginated ticket results is returning the same record twice. Here's what we've checked on our end so far, but wanted to confirm with your team.",Yuki Tanaka,Escalated internally; engineering confirmed a DNS propagation delay and applied upgrading to the appropriate plan tier.,Resolved,Neutral,22.4,No
TKT-002965,CUST-00207,2025-05-23 16:42,Normal,Security,Security,Requesting SSO configuration assistance,"We have a security-related question or request — help finishing our SAML SSO configuration, since our test login isn't completing. Given the nature of this, we'd appreciate a prompt response.",Finn O'Brien,Walked the customer through waiting for propagation and reverifying. Root cause was a DNS propagation delay.,Resolved,Neutral,22.7,No
TKT-002966,CUST-00574,2022-11-18 10:09,High,Technical Support,Tickets Workflow,Custom field values not saving,"We've run into a problem with CloudDesk Tickets — values entered into a custom field aren't persisting after we navigate away. Our team relies on this working correctly for day-to-day queue management, so any help is appreciated.",Diego Morales,Issue identified as an incorrect field mapping; resolved by reauthorizing the integration. Confirmed working with the customer.,Resolved,Negative,9.2,No
TKT-002967,CUST-00635,2016-12-10 11:02,Low,Technical Support,Api Platform,Pagination returning duplicate records,"We're integrating with the CloudDesk API Platform and running into an issue — iterating through paginated ticket results is returning the same record twice. Here's what we've checked on our end so far, but wanted to confirm with your team.",Yuki Tanaka,Resolved after updating configuration — reauthorizing the integration. Customer confirmed resolution.,Closed,Neutral,65.4,No
TKT-002968,CUST-00888,2026-08-03 17:59,High,Security,Security,Requesting SSO configuration assistance,"We have a security-related question or request — help finishing our SAML SSO configuration, since our test login isn't completing. Given the nature of this, we'd appreciate a prompt response.",Freya Lindqvist,,Pending,Neutral,,Yes
TKT-002969,CUST-00941,2020-11-17 21:01,High,Security,Security,Requesting SSO configuration assistance,"We have a security-related question or request — help finishing our SAML SSO configuration, since our test login isn't completing. Given the nature of this, we'd appreciate a prompt response.",Chloe Martin,,Pending,Negative,,Yes
TKT-002970,CUST-00856,2020-02-26 11:36,Urgent,Account Management,Account Admin,Need to add new agent seats,We need some help managing our account — we're onboarding several new hires and need to add agent seats to our account. Let us know what you need from us to get this handled.,Yuki Tanaka,,Open,Negative,,Yes
TKT-002971,CUST-00813,2025-02-20 17:14,High,Product & Feature Requests,Feature Request,Requesting a new reporting feature,We wanted to pass along a feature suggestion — a way to schedule dashboard exports more frequently than the current options allow. This would make a meaningful difference for our team's workflow.,Ava Thompson,Walked the customer through upgrading to the appropriate plan tier. Root cause was a DNS propagation delay.,Resolved,Positive,0.5,No
TKT-002972,CUST-00733,2025-03-03 01:43,Normal,Account Management,Account Admin,Need to add new agent seats,We need some help managing our account — we're onboarding several new hires and need to add agent seats to our account. Let us know what you need from us to get this handled.,Noah Bennett,Issue identified as a browser extension conflict; resolved by reauthorizing the integration. Confirmed working with the customer.,Resolved,Neutral,28.6,No
TKT-002973,CUST-00375,2022-08-22 16:38,High,Onboarding,Onboarding,Help setting up chat widget for the first time,We're in the process of setting up Corvex Cloud and could use some guidance — we're configuring the chat widget for the first time and want to confirm we're doing it correctly. Happy to hop on a call if that's easier.,Victor Nguyen,Provided documentation and guided customer through waiting for propagation and reverifying to address an incorrect field mapping.,Closed,Negative,5.9,No
TKT-002974,CUST-00842,2021-11-07 12:24,Normal,Account Management,Account Admin,Question about custom role permissions,We need some help managing our account — we're not sure our custom role is configured with the correct set of permissions. Let us know what you need from us to get this handled.,Diego Morales,,Open,Neutral,,No
TKT-002975,CUST-00282,2025-09-02 21:20,High,Security,Security,Suspicious login activity on account,"We have a security-related question or request — we noticed a login from an unexpected location and want it investigated. Given the nature of this, we'd appreciate a prompt response.",Leo Schneider,Issue identified as an expired authentication token; resolved by rotating the affected credential. Confirmed working with the customer.,Resolved,Neutral,8.5,Yes
TKT-002976,CUST-00729,2023-05-29 16:18,High,Onboarding,Onboarding,Need help connecting support email,We're in the process of setting up Corvex Cloud and could use some guidance — we're trying to connect our support email address and the verification isn't completing. Happy to hop on a call if that's easier.,Mia Rodriguez,Escalated internally; engineering confirmed a misconfigured routing rule and applied reauthorizing the integration.,Resolved,Negative,5.1,No
TKT-002977,CUST-00597,2021-10-17 14:07,Normal,Account Management,Account Admin,Request to deactivate former employee,We need some help managing our account — we need to deactivate a former employee's account as part of our offboarding process. Let us know what you need from us to get this handled.,Isla Campbell,Issue identified as an expired authentication token; resolved by clearing cached data and reloading. Confirmed working with the customer.,Resolved,Positive,7.8,No
TKT-002978,CUST-00098,2025-03-11 20:17,Low,Product & Feature Requests,Feature Request,Suggestion for chat widget customization,We wanted to pass along a feature suggestion — more granular control over chat widget font and spacing customization. This would make a meaningful difference for our team's workflow.,Zara Ahmed,,Pending,Neutral,,No
TKT-002979,CUST-00597,2022-06-12 13:35,Normal,Product & Feature Requests,Feature Request,Requesting bulk action improvements,We wanted to pass along a feature suggestion — a higher bulk action limit on our current plan tier for large-scale ticket cleanup. This would make a meaningful difference for our team's workflow.,Finn O'Brien,Provided documentation and guided customer through rotating the affected credential to address a caching delay.,Closed,Positive,42.9,No
TKT-002980,CUST-00762,2020-08-26 07:21,High,Security,Security,IP allowlisting not permitting access,"We have a security-related question or request — our IP allowlist is blocking legitimate traffic from a newly added office location. Given the nature of this, we'd appreciate a prompt response.",Ethan Park,,Open,Negative,,No
TKT-002981,CUST-00672,2024-11-11 22:08,Normal,Account Management,Account Admin,Need to add new agent seats,We need some help managing our account — we're onboarding several new hires and need to add agent seats to our account. Let us know what you need from us to get this handled.,Ethan Park,Resolved after updating configuration — reauthorizing the integration. Customer confirmed resolution.,Resolved,Neutral,20.7,No
TKT-002982,CUST-00484,2023-12-23 05:35,Urgent,Billing,Billing,Seat count discrepancy on invoice,We have a question about our billing — the seat count on our invoice doesn't match our actual active user count. Could someone from your billing team clarify this for us?,Ava Thompson,Issue identified as a browser extension conflict; resolved by upgrading to the appropriate plan tier. Confirmed working with the customer.,Closed,Negative,1.7,No
TKT-002983,CUST-00254,2022-10-31 05:18,High,Security,Security,API key rotation policy question,"We have a security-related question or request — clarification on how our configured API key rotation policy affects active integrations. Given the nature of this, we'd appreciate a prompt response.",Victor Nguyen,,Pending,Neutral,,Yes
TKT-002984,CUST-00952,2024-12-17 18:43,High,Account Management,Account Admin,Need to add new agent seats,We need some help managing our account — we're onboarding several new hires and need to add agent seats to our account. Let us know what you need from us to get this handled.,Diego Morales,Issue identified as a caching delay; resolved by clearing cached data and reloading. Confirmed working with the customer.,Closed,Positive,4.6,Yes
TKT-002985,CUST-00561,2026-06-16 22:36,Normal,Billing,Billing,Need a copy of last invoice,We have a question about our billing — we need an itemized copy of our last invoice for our own accounting records. Could someone from your billing team clarify this for us?,Victor Nguyen,Walked the customer through waiting for propagation and reverifying. Root cause was an outdated integration credential.,Resolved,Neutral,22.7,No
TKT-002986,CUST-00145,2026-02-03 19:36,Low,Billing,Billing,Seat count discrepancy on invoice,We have a question about our billing — the seat count on our invoice doesn't match our actual active user count. Could someone from your billing team clarify this for us?,Sam Delgado,Provided documentation and guided customer through correcting the field identifier reference to address a plan-tier feature limitation.,Resolved,Neutral,47.7,No
TKT-002987,CUST-00258,2025-12-22 00:34,Urgent,Billing,Billing,Trial converted to paid unexpectedly,We have a question about our billing — we were charged even though we believed we were still within our trial period. Could someone from your billing team clarify this for us?,Chloe Martin,Escalated internally; engineering confirmed an outdated integration credential and applied waiting for propagation and reverifying.,Resolved,Neutral,1.5,No
TKT-002988,CUST-00454,2024-05-14 09:00,Low,Account Management,Account Admin,Question about custom role permissions,We need some help managing our account — we're not sure our custom role is configured with the correct set of permissions. Let us know what you need from us to get this handled.,Priya Desai,Escalated internally; engineering confirmed a misconfigured routing rule and applied correcting the field identifier reference.,Resolved,Neutral,56.2,No
TKT-002989,CUST-00181,2022-12-30 12:25,High,Billing,Billing,Requesting switch to annual billing,We have a question about our billing — we'd like to switch from monthly to annual billing to take advantage of the discount. Could someone from your billing team clarify this for us?,Chloe Martin,Provided documentation and guided customer through updating the relevant configuration setting to address a browser extension conflict.,Closed,Negative,8.3,No
TKT-002990,CUST-00378,2020-03-29 18:33,Normal,Product & Feature Requests,Feature Request,Requesting bulk action improvements,We wanted to pass along a feature suggestion — a higher bulk action limit on our current plan tier for large-scale ticket cleanup. This would make a meaningful difference for our team's workflow.,Finn O'Brien,,Open,Neutral,,No
TKT-002991,CUST-00557,2025-02-08 04:54,Urgent,Security,Security,Need audit log export for compliance review,"We have a security-related question or request — an export of our audit logs to support an upcoming internal compliance review. Given the nature of this, we'd appreciate a prompt response.",Diego Morales,Issue identified as a caching delay; resolved by clearing cached data and reloading. Confirmed working with the customer.,Resolved,Negative,1.6,No
TKT-002992,CUST-00266,2026-08-03 09:35,Normal,Onboarding,Onboarding,Guidance on configuring SLA targets,We're in the process of setting up Corvex Cloud and could use some guidance — we need guidance on setting appropriate SLA targets for our team's priority levels. Happy to hop on a call if that's easier.,Ethan Park,Provided documentation and guided customer through clearing cached data and reloading to address a browser extension conflict.,Closed,Positive,39.1,No
TKT-002993,CUST-00893,2021-12-30 07:46,High,Onboarding,Onboarding,Setting up first custom dashboard,We're in the process of setting up Corvex Cloud and could use some guidance — we're building our first custom dashboard and want guidance on best practices. Happy to hop on a call if that's easier.,James Okafor,,Open,Neutral,,No
TKT-002994,CUST-00022,2026-06-05 13:36,Normal,Product & Feature Requests,Feature Request,Requesting a new reporting feature,We wanted to pass along a feature suggestion — a way to schedule dashboard exports more frequently than the current options allow. This would make a meaningful difference for our team's workflow.,James Okafor,,Open,Positive,,No
